"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","26","3","0","0","7","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","3","0","2","2","2"
"中央区","0","12","0","3","3","13","0","9","2","0","1","1","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","2","31","7","0","16","17","0","16","0","1","1","0","0","0","0","0","0","0","0","0","0","1","3","9","6","0","1","1","1"
"新宿区","3","36","4","1","17","28","0","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","4","12","8","2","2","2","2"
"文京","1","33","2","1","14","26","5","11","0","3","0","0","0","0","0","1","0","0","0","0","0","0","2","7","4","1","1","1","1"
"台東","0","11","1","4","21","28","0","16","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","4","54","3","8","7","11","0","4","0","2","0","0","1","0","0","0","0","0","0","0","0","0","7","8","5","1","1","1","1"
"江東区","0","44","6","3","34","55","1","69","1","4","4","0","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","24","4","2","8","31","1","10","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","3","16","9","0","8","20","1","14","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","1","52","25","17","53","74","4","27","4","2","8","1","2","2","0","0","0","0","0","0","0","0","0","21","13","2","1","1","1"
"世田谷","6","88","13","3","46","69","5","13","16","5","18","4","3","0","0","3","0","0","0","0","0","0","9","25","16","2","2","2","2"
"渋谷区","2","14","6","0","11","7","2","8","1","0","4","0","0","0","0","3","0","0","0","0","0","0","4","7","4","1","1","1","1"
"中野区","0","35","3","0","28","33","4","11","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","0","56","13","7","18","44","0","5","1","2","1","1","2","3","0","0","0","0","1","0","0","0","5","17","11","1","2","2","2"
"池袋","1","34","5","3","16","6","0","6","2","1","3","0","0","0","0","3","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","2","23","14","2","26","15","0","4","0","7","1","0","0","0","0","1","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","2","28","9","1","30","33","0","23","0","5","1","0","1","0","0","1","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","2","67","4","2","31","38","0","4","2","0","1","0","0","0","0","0","0","0","1","0","0","0","8","16","10","2","1","1","1"
"練馬区","2","76","7","4","69","93","1","5","2","5","4","1","2","0","0","1","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","4","94","10","16","27","56","0","14","1","5","6","1","0","1","0","2","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","1","51","6","0","39","25","4","14","0","0","6","0","0","0","0","1","0","0","1","0","0","0","5","13","8","1","1","1","1"
"江戸川","2","69","17","7","45","50","8","50","0","6","6","0","3","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","3","60","11","8","77","116","3","10","0","4","3","0","2","0","0","0","0","0","0","0","0","0","8","18","11","2","1","1","1"
"町田市","2","31","0","0","44","53","4","14","0","5","4","3","0","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","40","0","4","15","15","0","2","3","0","2","0","1","0","0","0","0","0","0","0","0","0","4","14","8","1","1","1","1"
"南多摩","0","51","2","4","17","59","2","12","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","3","55","18","3","54","49","4","16","0","1","0","2","0","0","0","0","0","0","0","0","0","0","5","21","14","2","1","1","1"
"多摩府中","3","120","16","11","92","92","2","35","46","6","4","1","0","0","0","2","0","0","1","0","0","0","20","33","21","3","3","3","3"
"多摩小平","0","79","21","30","126","95","3","27","1","8","3","0","1","0","0","0","1","0","2","0","0","0","18","23","15","2","2","2","2"
"島しょ","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","51","1414","242","144","992","1258","54","457","85","86","86","18","21","7","0","20","1","0","6","0","0","1","105","419","264","39","25","25","25"
