"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","5","3","29","71","2","6","2","5","1","3","1","0","0","0","0","0","1","0","0","1","","","","","",""
"区南部","14","1","7","33","86","5","4","18","12","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","14","2","6","50","71","9","5","6","6","1","3","2","0","0","1","1","2","0","0","1","0","","","","","",""
"区西部","8","3","9","26","59","4","1","3","7","2","2","1","0","0","0","0","0","1","0","1","0","","","","","",""
"区西北部","16","7","4","41","99","16","7","6","13","1","2","1","0","0","1","0","0","0","0","2","0","","","","","",""
"区東北部","7","2","4","23","116","6","10","8","6","2","1","2","0","0","3","0","0","0","0","1","0","","","","","",""
"区東部","10","7","4","26","103","2","8","5","9","1","1","3","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","7","0","1","10","26","2","0","2","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","3","3","37","136","9","6","7","6","2","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","5","0","1","12","38","3","2","3","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","6","2","5","28","66","8","4","9","2","2","1","0","1","0","0","0","0","1","0","2","0","","","","","",""
"北多摩北部","5","1","14","20","54","12","2","3","6","0","1","1","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","101","33","61","335","925","78","55","72","81","13","21","12","2","0","7","1","3","3","0","7","1","","","","","",""
