"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","4","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","9","0","0","22","1","3","1","14","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"1歳","3","8","1","1","46","7","6","1","19","0","0","3","0","0","1","0","0","0","0","0","0","0","0"
"2歳","1","4","2","5","23","4","6","1","4","0","0","1","0","2","1","0","0","0","0","0","0","0","0"
"3歳","8","0","1","8","25","6","4","1","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0"
"4歳","4","3","1","13","24","7","5","1","1","0","0","2","0","4","0","0","0","1","0","0","1","0","0"
"5歳","16","0","2","17","24","8","3","0","0","0","0","2","0","1","0","0","0","1","0","1","0","0","0"
"6歳","4","0","2","13","24","5","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"7歳","10","0","3","13","15","3","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"8歳","11","0","1","10","12","1","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"9歳","8","0","2","3","14","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","7","0","1","10","30","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","3","8","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"20〜29歳","2","0","1","7","28","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"30〜39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","82","28","17","103","299","46","33","10","39","1","1","15","0","12","4","2","0","12","0","1","2","0","0"
