"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","6","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","8","0","0","4","9","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","5","3","1","0","0","0"
"みなと","34","4","2","8","28","4","0","5","6","0","0","2","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","25","0","1","5","31","5","0","3","5","0","0","1","0","0","0","0","0","0","0","0","0","12","8","2","2","2","0"
"文京","29","0","0","7","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"台東","22","2","0","9","38","0","3","2","3","0","0","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","26","1","3","21","13","1","0","5","4","0","0","0","0","1","0","1","0","0","0","0","0","8","5","1","1","1","0"
"江東区","96","0","0","23","131","20","0","5","9","0","0","0","0","0","0","1","0","0","0","0","0","14","9","1","0","0","0"
"品川区","46","0","2","7","75","11","0","4","2","0","0","0","1","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","30","0","0","1","13","2","0","2","3","0","1","0","0","0","0","1","0","0","0","0","0","8","5","1","0","0","0"
"大田区","145","3","2","35","130","7","1","10","13","0","0","0","2","0","0","0","0","0","0","0","0","20","12","2","1","1","0"
"世田谷","113","3","2","47","122","10","1","13","11","0","0","2","3","0","0","0","0","0","0","0","0","25","16","2","1","2","0"
"渋谷区","11","0","0","8","10","2","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","28","0","1","8","52","11","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","56","1","0","15","85","11","0","3","9","0","0","2","1","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","30","0","0","6","13","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","48","0","0","7","20","8","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","42","3","0","16","60","6","1","1","6","1","0","0","1","0","0","1","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","54","0","0","6","55","6","0","4","6","0","1","3","1","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","85","0","3","32","108","13","0","7","14","2","0","4","0","0","0","1","0","0","0","0","0","21","13","2","0","0","0"
"足立","161","0","0","21","99","6","1","3","7","0","0","0","0","0","1","3","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","139","0","0","8","77","6","3","0","5","0","0","4","0","0","0","1","0","0","3","0","0","13","8","1","1","1","0"
"江戸川","45","1","2","36","120","8","0","5","14","0","0","5","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","259","1","1","71","187","7","2","13","12","1","0","9","1","0","0","2","0","0","0","0","0","18","11","2","1","1","0"
"町田市","84","0","0","43","86","15","0","0","3","1","0","3","4","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","66","0","0","3","58","10","0","8","3","0","1","1","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","31","0","1","20","89","11","3","2","8","0","0","11","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","153","0","3","10","112","16","0","7","15","0","0","7","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","108","1","7","49","191","20","1","20","10","0","0","9","2","0","0","2","0","0","0","0","0","33","21","2","2","3","0"
"多摩小平","120","4","10","84","177","12","1","15","15","0","1","10","1","1","0","1","0","0","5","0","0","23","15","2","2","2","0"
"島しょ","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2098","24","40","611","2202","228","17","147","193","5","4","77","17","3","1","16","0","0","8","0","0","417","262","38","23","25","0"
