"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","21","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","27","1","0","3","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","51","0","2","4","30","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","86","1","0","5","26","3","0","0","1","0","0","0","0","0","0","1","0","0","1","0","2","","","","","",""
"文京","28","0","0","2","13","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","5","","","","","",""
"台東","44","2","0","1","20","6","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","54","2","2","5","10","3","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","111","4","2","16","52","7","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","32","0","0","5","34","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","19","0","0","0","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","124","2","4","10","63","13","0","0","6","0","0","0","1","0","0","2","0","0","0","0","0","","","","","",""
"世田谷","138","4","0","14","62","16","3","0","1","0","0","0","3","0","0","1","0","0","0","0","2","","","","","",""
"渋谷区","29","0","0","2","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","75","1","0","1","39","3","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","105","0","1","2","35","5","0","1","3","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","44","2","0","0","30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","83","0","0","1","23","7","4","0","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","74","0","1","8","27","3","0","2","4","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","54","1","0","1","36","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","108","1","2","4","60","9","0","1","2","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","188","3","1","10","66","4","0","5","6","0","0","6","0","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","115","0","2","6","49","4","0","0","3","0","0","2","0","0","0","1","0","0","3","0","0","","","","","",""
"江戸川","127","2","7","17","67","8","1","0","6","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","143","7","7","15","60","17","4","1","4","0","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"町田市","90","0","4","25","56","12","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","145","0","5","2","23","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","100","2","3","6","35","11","0","7","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","164","2","1","18","59","12","2","1","1","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","244","1","3","25","75","14","0","0","7","1","0","6","0","0","0","1","0","0","2","0","2","","","","","",""
"多摩小平","164","1","3","26","62","21","1","1","5","0","1","0","1","0","0","0","0","0","0","0","3","","","","","",""
"島しょ","36","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2823","39","50","234","1150","200","20","23","73","1","5","31","9","0","0","13","0","0","6","0","19","","","","","",""
