"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","12","0"
"1〜4歳","0","0","0","0","0","0","5","26","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","15","4","3","4","2","0","0","0","0"
"20〜24歳","42","17","12","8","9","0","2","0","0"
"25〜29歳","44","15","11","19","5","0","1","0","0"
"30〜34歳","37","15","15","18","1","2","5","2","0"
"35〜39歳","22","16","6","11","5","0","2","0","0"
"40〜44歳","16","4","5","2","3","2","2","0","0"
"45〜49歳","7","8","3","2","2","0","4","0","0"
"50〜54歳","3","1","1","5","0","0","4","0","0"
"55〜59歳","2","2","1","3","0","0","8","1","0"
"60〜64歳","1","2","0","0","0","0","6","1","0"
"65〜69歳","1","0","0","0","1","0","18","1","2"
"70歳以上","0","0","0","0","0","0","49","5","1"
"合計","190","84","57","72","28","4","116","50","3"
