"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","4","0"
"1〜4歳","0","0","0","0","0","0","4","6","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","2","0","0","2","0","0","2","0","0"
"20〜24歳","15","0","3","11","0","1","0","0","0"
"25〜29歳","16","10","8","21","0","0","1","0","0"
"30〜34歳","15","6","7","11","0","1","2","1","0"
"35〜39歳","13","10","6","6","0","1","1","1","0"
"40〜44歳","10","8","5","3","0","2","1","0","0"
"45〜49歳","6","7","3","3","0","0","2","0","0"
"50〜54歳","1","3","1","3","1","0","3","1","0"
"55〜59歳","4","1","1","1","0","0","8","1","0"
"60〜64歳","0","1","1","1","0","0","7","3","0"
"65〜69歳","0","1","0","0","0","0","10","3","0"
"70歳以上","0","0","0","0","0","0","55","8","2"
"合計","82","47","35","62","1","5","104","30","2"
