"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","13","169","18","3","6","27","3","4","0","2","39","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","60","145","11","5","15","57","0","9","0","0","55","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","21","263","20","3","14","25","2","8","0","3","24","2","2","1","0","1","0","0","0","0","0","1","","","","","",""
"区西部","8","245","12","4","18","36","2","8","0","2","34","1","1","1","0","1","0","0","0","0","0","1","","","","","",""
"区西北部","17","378","19","8","14","43","4","15","0","4","36","0","3","2","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","18","253","13","2","5","44","2","6","1","3","46","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","22","311","4","11","16","55","2","8","0","5","37","1","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","40","1","0","1","7","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","35","228","10","1","28","64","2","10","0","2","37","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","4","93","15","1","9","9","1","3","0","3","36","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","21","207","5","6","12","24","3","3","1","5","31","2","5","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩北部","20","133","9","5","17","35","3","4","0","6","20","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","29","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","241","2494","137","49","155","426","25","78","2","36","404","12","18","4","0","7","0","0","0","0","0","3","","","","","",""
