"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","0","3","11","25","11","52","7","7","0","29","6","2","2","0","0","0","0","0","0","0","","","","","",""
"区南部","0","4","5","20","53","13","75","16","10","1","40","6","2","0","0","0","0","0","1","0","0","","","","","",""
"区西南部","0","0","5","17","35","12","71","6","4","0","24","3","5","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","5","6","16","33","7","58","4","3","0","25","7","2","0","0","2","0","0","3","0","0","","","","","",""
"区西北部","2","0","6","10","46","16","50","23","11","0","51","4","0","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","4","1","8","8","41","7","23","7","6","1","100","6","3","1","0","1","0","0","4","0","0","","","","","",""
"区東部","1","0","6","15","76","11","32","9","8","1","73","3","10","2","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","4","2","13","2","9","8","2","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","2","6","44","96","44","103","23","15","0","40","19","2","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","4","12","16","8","38","5","5","0","2","1","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","8","19","13","3","66","17","3","1","7","6","1","1","0","3","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","20","21","31","9","40","10","5","2","20","1","2","0","0","2","0","0","1","0","0","","","","","",""
"島しょ","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"合計","12","13","82","195","478","143","617","135","79","6","413","63","30","8","0","11","0","0","9","0","0","","","","","",""
