"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","5","1","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","4","2","1","37","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","16","11","3","10","98","1","3","2","28","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","27","6","4","22","75","5","1","7","4","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","22","0","2","29","89","2","2","11","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","29","4","4","52","106","4","0","14","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","42","1","2","58","101","8","1","16","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","28","0","1","55","75","3","0","9","1","0","3","0","1","0","0","0","0","0","0","2","1","0","0","0","1","0","0","1"
"7歳","21","1","1","41","54","7","0","7","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","12","0","0","27","73","9","0","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","18","0","0","19","46","3","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","56","0","0","42","108","5","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","24","0","0","0","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","30","0","2","10","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","3","0"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"合計","455","32","22","366","971","49","8","74","46","0","16","6","2","0","2","0","1","1","0","3","10","0","1","0","1","0","8","1"
