"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","3","0","0","11","3","3","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","6","9","3","83","4","0","0","32","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","3","19","7","154","21","3","2","47","0","2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","1","9","15","113","31","3","2","7","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","9","0","14","36","100","33","1","5","2","0","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","8","0","8","42","95","26","4","2","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","6","0","9","39","70","19","1","5","0","0","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","11","0","1","43","57","16","2","7","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","14","0","1","38","58","10","0","2","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","5","0","0","29","37","10","0","2","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","4","1","1","23","26","2","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","27","0","3","42","106","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","6","0","1","9","67","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","128","14","75","329","994","177","18","28","91","0","7","25","16","3","0","4","0","0","4","2","1","0","0","0","0","0","1","0"
