"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","47","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","4","3","0","2","2","0"
"中央区","5","0","0","11","42","0","5","0","3","0","0","1","0","0","0","2","0","0","0","0","0","5","3","1","0","0","0"
"みなと","15","4","5","15","94","21","0","0","6","0","0","2","0","0","0","0","1","0","0","0","0","9","6","0","1","1","0"
"新宿区","6","6","1","13","133","13","0","0","3","0","0","0","0","0","0","0","0","0","4","0","0","12","8","1","2","2","0"
"文京","6","0","4","6","69","2","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","7","4","1","1","1","0"
"台東","5","3","6","9","137","6","3","1","7","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","23","3","1","7","72","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","23","12","3","29","390","8","8","0","7","0","0","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","1","1","4","9","190","13","12","0","4","0","0","0","0","0","0","3","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","1","0","1","3","72","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","3","23","30","35","436","15","6","2","9","1","0","0","6","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","24","7","1","40","487","21","1","0","10","0","0","2","2","0","0","0","0","0","1","0","1","25","16","2","2","2","0"
"渋谷区","13","1","1","3","59","0","0","0","1","0","0","0","0","0","0","3","0","0","3","0","0","7","4","1","1","1","0"
"中野区","4","1","1","10","176","12","2","0","4","0","0","1","0","0","0","1","0","0","0","0","0","11","7","1","1","1","0"
"杉並","7","0","0","16","251","14","0","0","2","0","0","6","1","0","0","1","0","0","0","0","0","16","10","1","1","1","0"
"池袋","1","0","0","3","58","0","1","0","0","0","0","1","0","0","0","3","0","0","1","0","1","7","4","1","1","1","0"
"北区","2","1","4","7","180","15","2","0","5","0","0","9","1","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","3","3","10","14","196","7","0","0","4","1","0","0","6","0","0","1","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","2","1","0","7","200","13","2","1","3","0","0","2","1","0","0","1","0","0","0","0","0","15","9","2","1","1","0"
"練馬区","3","6","2","15","367","20","2","0","11","2","0","3","0","0","0","1","0","0","0","0","0","21","13","2","0","0","0"
"足立","13","3","11","25","375","9","6","2","3","0","3","6","2","0","0","4","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","10","2","2","15","281","23","1","0","10","0","0","4","0","0","0","0","0","0","8","0","0","13","8","1","1","1","0"
"江戸川","22","6","32","44","397","7","1","2","8","1","0","3","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","11","5","13","44","387","41","23","2","12","0","0","7","3","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","3","2","1","46","236","24","6","0","2","0","3","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","8","3","4","9","168","18","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","7","11","9","38","242","23","5","0","7","0","6","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","10","8","4","53","366","13","1","0","7","0","0","2","1","0","0","0","0","0","2","0","0","21","14","2","1","1","0"
"多摩府中","4","10","16","52","482","29","6","0","16","1","1","7","3","1","0","0","0","0","9","0","0","33","21","3","3","3","0"
"多摩小平","25","15","20","63","464","58","7","1","10","1","2","3","0","2","0","0","0","0","0","0","0","23","15","2","2","2","0"
"島しょ","1","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","261","138","186","641","7061","431","110","12","162","8","16","61","27","3","0","21","1","0","29","0","2","417","262","38","25","25","0"
