"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","20","39","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","4","3","0","2","2","2"
"中央区","48","29","0","1","9","29","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","123","53","3","2","19","48","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7","9","6","0","1","1","1"
"新宿区","132","83","0","1","22","37","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","10","12","8","2","2","2","2"
"文京","153","45","0","0","17","21","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","10","7","4","1","1","1","1"
"台東","70","33","0","1","28","76","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","140","121","0","2","8","29","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6","8","5","1","1","1","1"
"江東区","181","89","1","0","32","77","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","235","100","1","2","27","59","1","1","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","150","44","0","0","30","17","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","495","150","0","8","62","136","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","12","21","13","2","1","1","1"
"世田谷","582","156","2","3","42","130","3","1","2","1","0","1","0","1","0","2","0","0","0","0","0","5","10","23","16","2","2","2","2"
"渋谷区","88","29","0","0","0","25","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","16","7","4","1","1","1","1"
"中野区","297","109","0","0","42","66","7","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","265","118","2","9","22","77","16","4","0","0","0","0","0","1","0","0","0","0","3","0","0","2","11","17","11","1","2","2","2"
"池袋","90","112","0","2","2","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","216","113","1","3","80","47","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","258","62","1","1","26","55","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","281","156","0","0","25","49","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","3","9","16","10","2","1","1","1"
"練馬区","522","197","0","1","45","109","4","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","365","221","0","10","56","88","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","359","134","0","3","19","25","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","3","13","8","1","1","1","1"
"江戸川","517","250","1","7","67","134","3","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","638","234","3","8","66","142","1","3","0","3","0","0","0","0","0","1","0","0","0","0","0","0","7","18","11","2","1","1","1"
"町田市","356","122","0","0","30","41","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","234","117","0","0","15","50","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","14","8","1","1","1","1"
"南多摩","280","125","0","1","8","67","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","584","231","2","2","74","93","1","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","1","21","14","2","1","1","1"
"多摩府中","987","326","2","11","101","166","3","0","6","5","1","3","2","0","0","2","0","0","0","0","0","11","27","33","21","3","3","3","3"
"多摩小平","806","227","1","15","91","187","0","1","1","5","0","0","0","0","0","1","0","0","0","0","0","7","21","22","14","2","2","2","2"
"島しょ","3","62","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","9475","3887","20","93","1074","2113","53","21","21","43","1","13","5","3","0","16","0","1","3","0","0","34","161","415","262","39","25","25","25"
