"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","23","46","0","4","5","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","3","4","3","0","2","2","2"
"中央区","48","22","1","0","15","29","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","102","78","1","0","30","41","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","3","14","9","6","0","1","1","1"
"新宿区","143","89","1","5","27","41","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","4","12","8","2","2","2","2"
"文京","153","61","0","2","11","33","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","7","4","1","1","1","1"
"台東","88","51","3","0","19","72","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","156","134","0","2","10","33","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","5","8","5","1","1","1","1"
"江東区","160","121","0","1","22","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","161","80","0","2","24","58","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","145","52","1","3","24","28","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","414","183","0","13","70","189","1","1","0","5","0","2","0","1","0","1","0","0","0","0","0","5","9","21","13","2","1","1","1"
"世田谷","520","219","1","3","44","155","5","2","0","4","0","0","0","0","0","0","0","1","1","0","0","5","18","22","15","2","2","2","2"
"渋谷区","102","41","1","0","3","32","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","20","7","4","1","1","1","1"
"中野区","257","140","0","1","37","66","2","3","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","271","130","0","13","34","77","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","22","17","11","1","2","2","2"
"池袋","107","113","0","1","3","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","148","156","0","6","45","43","2","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","230","82","1","2","22","73","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","288","168","0","1","46","72","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","6","16","10","2","1","1","1"
"練馬区","463","221","0","3","60","107","0","2","0","3","2","2","0","0","0","1","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","342","222","0","21","54","92","1","1","0","3","0","1","0","0","0","2","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","294","134","0","1","29","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","13","8","1","1","1","1"
"江戸川","515","244","0","6","53","137","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","603","357","4","6","65","172","0","0","1","3","0","0","0","1","0","1","0","0","0","0","0","1","12","18","11","2","1","1","1"
"町田市","277","166","0","2","33","70","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","161","115","1","0","6","52","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","2","6","14","8","1","1","1","1"
"南多摩","227","185","0","3","11","44","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","499","256","0","2","105","115","2","2","0","5","0","2","0","0","0","0","0","0","0","0","0","1","12","21","14","2","1","1","1"
"多摩府中","878","433","0","7","94","256","3","0","2","3","0","3","0","1","0","1","0","0","1","0","0","13","22","33","21","3","3","3","3"
"多摩小平","618","325","1","19","87","202","1","0","1","9","0","1","1","1","0","0","0","0","0","0","0","3","20","22","14","2","2","2","2"
"島しょ","5","89","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","8398","4713","16","129","1090","2488","25","16","20","65","2","13","3","5","0","11","0","1","2","0","0","43","187","414","261","39","25","25","25"
