"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","23","5","10","19","1","9","1","7","0","2","2","0","1","0","0","0","0","0","0","0","","","","","",""
"区南部","0","32","10","20","53","2","7","0","4","0","5","3","4","0","0","0","0","1","0","0","0","","","","","",""
"区西南部","0","27","5","7","41","5","2","1","13","1","3","2","2","0","0","3","0","1","2","0","0","","","","","",""
"区西部","0","22","5","24","36","4","2","0","6","0","2","4","3","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","1","16","6","10","51","5","3","1","11","0","5","11","3","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","1","32","3","9","56","7","13","1","12","0","12","4","1","1","0","1","0","0","8","0","0","","","","","",""
"区東部","2","20","7","17","64","3","21","1","7","0","5","1","3","0","0","0","0","1","0","0","0","","","","","",""
"西多摩","0","8","3","1","12","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","35","11","33","97","9","10","0","12","0","14","16","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","1","21","1","8","18","2","2","0","6","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","21","1","6","27","4","6","0","7","0","6","2","3","0","0","1","1","1","1","0","0","","","","","",""
"北多摩北部","0","40","4","17","24","8","5","0","9","2","4","0","2","0","0","0","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","297","61","162","498","53","81","5","94","3","61","46","22","2","0","10","1","4","14","0","0","","","","","",""
