"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","29","0","0","0","7","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","3","35","0","0","2","19","2","1","0","2","3","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","4","40","1","3","19","10","0","7","0","2","24","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","10","66","10","7","11","32","0","3","0","1","2","0","2","1","0","1","0","0","2","0","0","0","11","7","1","2","2","0"
"文京","15","56","0","6","4","13","0","0","0","1","8","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","30","24","4","9","4","56","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","7","72","13","1","2","10","0","2","0","1","9","0","0","0","0","0","0","0","0","0","0","1","8","5","1","1","1","0"
"江東区","26","70","7","1","15","86","0","6","0","3","17","1","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","52","32","4","7","15","35","0","1","0","4","47","0","1","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","9","36","4","3","9","23","0","3","0","1","11","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","57","91","42","15","30","121","1","8","0","3","27","2","0","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","22","137","21","9","45","134","2","6","1","3","64","2","2","0","0","4","0","0","0","0","0","1","25","16","2","2","2","0"
"渋谷区","5","42","0","0","3","25","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","13","75","4","1","29","56","0","6","0","7","12","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","20","92","3","0","8","83","0","1","0","2","1","0","2","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","9","58","6","2","0","16","0","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","17","70","6","3","11","61","2","7","0","3","6","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","5","56","38","2","10","34","1","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","19","101","12","3","18","74","0","0","0","3","5","0","0","0","0","2","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","60","108","23","10","15","103","4","3","1","4","33","0","2","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","3","98","17","6","14","107","1","4","0","5","24","0","1","0","0","0","0","0","0","0","0","0","19","13","2","0","0","0"
"葛飾区","13","58","0","0","3","91","2","12","0","10","12","1","1","1","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","48","134","41","13","7","69","1","0","0","7","59","2","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","29","80","12","11","31","211","1","6","0","5","34","0","1","0","0","1","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","5","65","12","0","19","70","3","2","1","4","16","7","2","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","35","55","1","3","7","16","0","1","0","4","6","1","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","11","61","8","2","23","53","1","1","0","1","18","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","14","70","19","9","35","68","1","5","0","6","32","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","126","181","32","11","45","127","5","4","1","8","39","1","6","0","0","0","0","0","1","0","0","0","33","21","3","3","3","0"
"多摩小平","31","111","24","10","38","203","11","10","0","14","99","4","0","0","0","0","0","0","0","0","0","0","23","14","2","2","2","0"
"島しょ","2","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","706","2208","364","147","474","2013","39","102","4","110","640","25","22","3","0","10","0","0","3","0","0","3","417","262","38","25","25","0"
