"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","4","161","6","0","10","8","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","4","4","3","0","2","2","2"
"中央区","4","2","292","0","1","7","43","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","2","5","410","0","1","11","45","1","0","2","3","0","2","3","0","0","0","0","0","0","1","0","2","3","9","9","6","0","1","1","1"
"新宿区","5","5","353","2","1","22","50","16","2","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","12","12","8","2","2","2","2"
"文京","10","7","648","1","3","33","38","9","1","1","3","0","0","1","0","0","0","0","0","0","0","0","0","2","7","7","4","1","1","1","1"
"台東","12","2","412","1","1","14","74","3","1","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","6","4","111","3","0","13","12","8","0","1","3","0","0","1","0","0","0","0","0","0","0","0","1","1","8","8","5","1","1","1","1"
"江東区","2","8","956","17","12","47","175","6","1","4","8","0","2","1","0","0","3","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","5","8","468","0","1","21","34","5","0","8","4","0","0","0","0","0","3","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","2","2","342","2","2","11","34","0","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","24","15","760","2","12","41","141","19","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","21","21","13","2","1","1","1"
"世田谷","23","19","1399","2","1","76","113","6","2","3","7","1","0","0","0","0","2","0","0","0","0","1","0","4","24","24","16","2","2","2","2"
"渋谷区","4","4","261","0","0","6","21","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","3","7","7","4","1","1","1","1"
"中野区","11","7","1004","5","0","63","39","11","0","2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","16","23","630","7","4","38","56","14","0","3","3","0","0","0","1","0","1","0","0","0","0","1","0","7","17","17","11","1","2","2","2"
"池袋","13","8","642","1","1","19","37","3","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"北区","12","11","579","6","0","36","63","1","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","19","6","565","5","1","26","57","4","0","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","13","14","776","1","2","20","71","3","2","1","1","0","0","2","0","0","4","0","0","0","0","0","0","2","16","16","10","2","1","1","1"
"練馬区","30","19","1126","4","3","81","120","17","1","12","5","0","0","0","0","0","1","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","20","29","1156","7","5","27","88","5","0","25","9","0","1","0","3","0","1","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","10","11","664","3","0","11","58","8","2","3","0","0","0","0","0","0","0","0","0","0","0","1","0","4","13","13","8","1","1","1","1"
"江戸川","21","21","1244","7","5","47","138","1","0","14","4","0","3","2","1","0","1","0","0","0","0","0","0","0","19","18","12","2","0","0","0"
"八王子市","11","16","2258","6","0","38","144","5","4","29","2","0","2","1","0","0","0","0","0","0","0","0","1","1","18","18","11","2","1","1","1"
"町田市","5","6","884","1","0","36","69","9","1","4","2","0","1","0","1","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","8","8","423","0","2","10","29","2","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","1","1","1"
"南多摩","13","17","903","0","3","28","67","17","0","9","1","0","1","0","0","0","3","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","15","23","963","6","0","62","69","12","0","6","4","1","7","2","0","0","1","0","0","0","0","0","0","3","21","21","14","2","1","1","1"
"多摩府中","23","19","2336","5","10","107","172","30","1","26","8","0","4","1","0","0","1","0","1","0","0","0","0","7","33","33","21","3","3","3","3"
"多摩小平","25","18","1672","2","9","102","209","11","1","32","14","0","2","3","0","0","0","0","0","0","0","1","1","6","23","23","15","2","2","2","2"
"島しょ","0","0","17","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","372","341","24415","102","80","1064","2280","229","20","221","110","2","30","20","6","0","25","0","1","1","1","4","6","44","417","416","264","39","25","25","25"
