"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","1","4","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","2","1","3","3","0","0","0","0","0"
"20〜24歳","30","4","7","19","0","1","0","0","0"
"25〜29歳","20","8","7","13","0","1","1","0","0"
"30〜34歳","20","2","2","12","0","1","0","0","0"
"35〜39歳","15","3","2","16","0","0","1","0","0"
"40〜44歳","6","2","1","5","0","1","1","0","0"
"45〜49歳","6","0","1","0","0","0","2","0","0"
"50〜54歳","5","1","1","3","0","0","10","0","1"
"55〜59歳","2","1","0","0","0","0","10","1","0"
"60〜64歳","1","2","0","1","0","0","5","1","0"
"65〜69歳","0","1","0","0","0","0","7","5","1"
"70歳以上","0","0","0","0","0","0","36","1","1"
"合計","107","25","24","72","0","4","81","14","3"
