"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","16","3","6","21","2","1","1","6","1","1","1","1","0","0","3","0","1","1","0","0","","","","","",""
"区南部","0","13","6","12","54","2","8","1","10","0","3","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","2","15","2","14","43","10","5","3","8","0","3","0","4","0","0","1","0","0","2","0","0","","","","","",""
"区西部","2","12","2","13","41","4","6","0","7","0","1","4","1","0","0","1","0","1","2","0","0","","","","","",""
"区西北部","0","7","1","12","30","8","1","1","6","0","2","6","2","0","0","5","0","0","1","0","1","","","","","",""
"区東北部","1","16","8","14","72","6","10","1","8","0","3","4","4","0","0","1","0","0","9","0","0","","","","","",""
"区東部","0","14","11","17","66","4","7","0","6","0","4","2","3","0","0","2","0","1","1","1","0","","","","","",""
"西多摩","0","1","0","2","15","1","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","13","1","36","91","5","3","0","8","0","3","4","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","9","0","16","15","4","2","0","4","0","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","6","2","14","23","6","2","2","11","2","0","1","1","0","0","0","0","1","3","0","0","","","","","",""
"北多摩北部","1","13","3","12","23","3","3","0","7","0","2","2","2","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11","135","39","169","494","55","48","10","82","3","22","29","25","0","0","15","0","4","20","1","1","","","","","",""
