"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","12","0","0","2","0","0","0","0","0"
"20〜24歳","24","5","12","9","2","0","0","0","0"
"25〜29歳","17","4","10","2","1","0","1","0","0"
"30〜34歳","7","10","2","4","0","0","0","0","0"
"35〜39歳","10","0","4","5","0","0","1","0","0"
"40〜44歳","7","0","2","3","0","0","0","0","0"
"45〜49歳","2","3","0","2","2","0","1","0","0"
"50〜54歳","0","2","0","1","0","0","1","0","0"
"55〜59歳","1","1","1","0","1","0","2","0","0"
"60〜64歳","1","0","0","0","0","0","1","0","0"
"65〜69歳","0","1","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","14","1","1"
"合計","81","27","31","28","6","0","22","1","1"
