"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","2","0","0","0","4","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"〜1歳","15","2","0","0","12","0","2","1","17","0","0","0","0","0","0","0","0","0","0","0"
"1歳","29","3","1","2","15","6","10","2","26","0","4","4","2","1","0","0","1","0","0","0"
"2歳","67","1","2","2","16","4","8","0","4","0","4","5","1","0","0","0","0","0","0","0"
"3歳","87","0","0","2","13","5","7","3","0","0","5","13","0","0","0","0","0","0","0","0"
"4歳","140","0","1","3","18","4","5","1","0","0","1","7","0","0","0","0","0","0","0","0"
"5歳","162","0","0","15","12","3","3","0","0","0","3","8","0","0","0","0","0","0","0","0"
"6歳","228","0","0","5","10","0","0","2","0","0","0","7","0","0","0","0","0","0","1","0"
"7歳","225","0","1","5","10","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","232","0","0","2","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","287","0","0","4","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","1189","0","0","4","13","3","0","0","0","0","0","2","0","0","0","1","0","0","0","0"
"15〜19歳","295","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","163","0","0","4","26","1","0","0","0","1","0","1","0","0","0","2","0","0","1","1"
"30〜39歳","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3517","6","5","49","161","30","37","10","47","1","17","52","4","2","0","7","1","0","2","1"
