"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","249","26","0","26","35","35","1","13","0","4","6","1","0","0","0","1","0","0","0","0","0","0","4","","","","","",""
"区南部","347","16","2","36","26","65","4","19","0","5","3","1","0","0","0","3","0","0","0","0","0","0","1","","","","","",""
"区西南部","384","22","2","34","48","25","3","12","1","1","1","0","1","0","0","5","1","0","0","0","0","3","7","","","","","",""
"区西部","298","26","1","23","44","64","0","12","1","1","1","0","1","0","0","3","0","0","0","0","0","1","2","","","","","",""
"区西北部","725","53","0","40","43","54","0","29","0","2","2","1","1","0","0","2","0","0","0","0","0","4","1","","","","","",""
"区東北部","429","31","0","30","30","59","2","16","1","5","5","1","0","1","0","1","0","0","1","0","0","1","0","","","","","",""
"区東部","405","47","2","56","56","35","0","10","0","2","1","2","0","0","0","1","0","0","0","0","0","3","0","","","","","",""
"西多摩","52","8","0","4","11","11","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","627","63","0","34","51","60","6","21","1","3","3","2","2","1","0","7","0","0","0","0","0","2","0","","","","","",""
"北多摩西部","211","23","0","9","35","8","0","4","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","","","","","",""
"北多摩南部","648","48","0","34","60","31","5","15","0","3","2","0","3","1","0","0","0","0","1","0","0","3","6","","","","","",""
"北多摩北部","371","22","1","22","54","49","1","19","0","0","5","0","1","0","0","2","0","0","0","0","0","3","3","","","","","",""
"島しょ","8","2","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4754","387","8","348","497","496","23","173","4","27","30","8","9","3","0","27","1","0","2","0","0","21","26","","","","","",""
