"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","4","0","1","31","1","22","0","3","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","4","1","4","31","2","16","0","4","5","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","7","1","3","24","1","3","0","2","6","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","16","3","1","41","2","7","0","4","1","2","1","2","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","1","17","0","1","50","2","14","0","6","3","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","1","16","2","2","38","1","19","3","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","1","1","0","8","39","2","11","0","2","3","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","1","0","3","14","0","3","0","1","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","20","1","3","43","7","23","0","7","2","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","8","1","2","11","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","8","0","4","34","1","10","0","1","8","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","12","1","3","32","1","10","1","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6","114","10","35","388","20","141","4","41","35","10","5","5","0","2","0","0","0","0","0","0","","","","","",""
