"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","0","0","0","5","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","15","0","0","6","22","1","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","13","4","9","20","39","3","0","3","6","2","0","1","0","0","0","0","0","0","0","0","0","1","9","6","0","1","1","0"
"新宿区","25","6","1","8","24","0","0","2","5","0","0","1","0","1","0","2","0","0","0","0","0","1","12","8","2","2","2","0"
"文京","13","0","0","8","18","2","0","4","3","0","0","5","0","0","0","1","0","0","0","0","0","1","7","4","1","1","1","0"
"台東","8","0","0","6","69","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","24","1","1","14","30","1","0","5","0","0","0","8","1","0","0","0","0","0","0","0","0","2","8","5","1","1","1","0"
"江東区","52","1","0","30","129","5","2","5","3","0","1","3","2","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","29","0","3","27","80","4","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","10","0","1","16","33","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","33","3","6","51","126","3","2","16","8","0","0","0","2","1","0","3","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","83","2","8","36","118","10","1","5","1","0","0","2","2","0","0","0","1","0","0","0","0","4","25","16","2","2","2","0"
"渋谷区","8","0","0","5","31","3","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","28","0","0","15","70","1","1","9","3","0","0","0","1","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","64","0","3","40","70","0","0","7","2","0","0","0","0","1","0","0","0","0","0","0","0","0","16","11","1","2","2","0"
"池袋","23","12","0","3","9","1","0","3","1","0","0","3","0","0","0","0","0","1","0","0","0","0","7","4","1","1","1","0"
"北区","9","0","0","17","85","0","0","14","5","0","0","0","2","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","16","0","0","29","36","1","0","8","4","0","0","1","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","18","0","0","6","41","1","0","7","5","0","0","7","0","0","0","0","0","0","5","0","1","1","16","10","2","1","1","0"
"練馬区","27","0","2","38","88","7","0","21","9","0","0","1","0","0","0","0","0","0","0","0","0","0","19","13","1","0","0","0"
"足立","48","3","2","21","107","11","3","10","2","0","0","3","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","36","5","4","14","80","4","8","2","8","0","0","0","0","1","0","0","0","0","0","3","1","0","13","8","1","1","1","0"
"江戸川","35","0","6","51","120","8","2","6","9","0","0","2","1","1","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","54","1","0","81","134","22","1","14","8","0","0","3","2","0","0","2","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","41","0","0","57","99","7","0","10","5","0","0","2","2","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","22","0","1","6","63","2","0","5","2","0","0","4","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","20","0","0","31","65","10","0","22","5","0","0","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","55","2","0","40","76","7","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","64","4","4","58","155","26","7","11","17","0","0","2","1","0","0","0","1","0","0","0","1","2","33","21","3","3","3","0"
"多摩小平","94","2","1","83","101","6","1","12","11","0","1","6","0","0","0","0","0","0","0","0","0","2","23","15","2","2","2","0"
"島しょ","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","984","46","52","817","2123","154","28","225","141","2","2","57","16","5","0","11","2","1","5","3","3","14","414","263","38","25","25","0"
