"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","0","1","12","24","5","28","1","5","1","38","7","0","1","0","1","0","0","0","0","","","","","",""
"区南部","1","5","7","2","45","8","29","3","5","3","75","5","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","2","0","1","5","17","6","10","2","5","1","41","4","1","0","0","1","0","0","0","0","","","","","",""
"区西部","2","1","1","8","37","10","39","10","4","0","40","3","0","0","0","4","0","0","2","0","","","","","",""
"区西北部","0","0","5","5","26","7","17","8","3","1","50","5","2","0","1","1","0","0","0","0","","","","","",""
"区東北部","0","0","3","25","12","10","15","15","4","1","71","3","2","0","0","0","0","0","2","0","","","","","",""
"区東部","3","1","6","7","24","9","44","3","8","3","101","7","1","0","0","2","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","4","3","9","1","3","0","13","1","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","2","17","56","14","39","4","6","0","82","20","1","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","2","9","3","6","1","3","1","4","2","0","1","0","1","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","2","3","1","13","2","2","0","48","7","1","0","0","1","0","0","1","0","","","","","",""
"北多摩北部","0","0","1","4","11","4","19","1","3","0","60","10","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"合計","12","7","30","90","268","80","268","51","52","11","623","75","10","2","1","12","0","0","5","0","","","","","",""
