"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","2","3","5","0","0","10","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","8","5","14","2","0","46","2","30","1","13","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","28","11","23","10","12","105","5","149","11","46","1","0","0","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"2歳","16","8","10","6","15","81","1","121","32","6","3","0","1","0","0","0","0","0","6","0","0","2","1","0","0","2","0","0","0","2","0","0","1"
"3歳","21","1","3","4","34","61","2","99","40","0","1","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","30","5","1","5","44","56","1","103","84","1","2","2","0","1","0","1","0","0","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5歳","37","2","0","2","56","80","3","92","96","0","3","0","2","0","0","0","0","0","6","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"6歳","52","3","0","2","68","68","2","62","56","0","2","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","63","1","1","2","83","57","3","47","34","1","1","0","3","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","71","3","0","2","73","45","7","35","29","0","0","1","2","0","0","0","0","0","10","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","45","6","2","4","40","37","1","21","22","0","0","0","1","0","0","0","0","0","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","206","24","3","2","74","113","28","40","27","0","2","1","1","1","0","0","0","0","37","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","101","32","0","0","6","16","0","12","0","0","1","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","52","34","0","2","29","86","0","17","6","0","1","0","1","0","0","4","0","0","3","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"30〜39歳","60","47","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","99","68","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"50〜59歳","81","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","18","37","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","2","5","0","0","0","0","0","2","0","0","0","5"
"70〜79歳","5","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","17","0","0","0","0","0","2","0","1","1","16"
"80歳以上","5","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","19","0","0","0","0","0","5","0","1","0","18"
"合計","1000","415","62","43","534","861","55","830","438","69","17","5","13","5","0","13","0","3","107","0","0","16","51","0","0","3","0","0","13","3","3","1","48"
