"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","24","86","32","4","6","40","1","7","0","1","44","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区南部","23","73","43","11","14","59","1","8","1","3","84","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","22","133","26","3","17","64","3","4","0","4","82","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区西部","5","163","20","4","30","67","3","3","1","2","60","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","29","216","37","3","28","67","8","6","2","3","130","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","27","103","50","7","9","61","1","4","0","5","75","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","20","170","32","4","9","58","0","6","0","2","65","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","18","2","0","1","13","0","1","0","1","11","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","123","26","4","29","99","2","18","0","4","174","4","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","55","21","0","16","27","1","7","0","2","47","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","16","109","33","5","16","63","1","5","0","6","104","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","9","66","18","2","26","57","5","6","0","1","92","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","11","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","189","1326","342","48","202","675","26","75","4","34","968","14","12","3","0","4","0","0","0","0","0","2","","","","","",""
