"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","23","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","23","0","0","0","14","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","39","0","0","3","8","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","74","0","1","6","18","0","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","2","","","","","",""
"文京","23","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","8","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","68","0","1","1","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"江東区","41","0","0","2","27","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","25","0","0","1","16","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","19","0","0","3","12","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","81","0","5","2","23","2","2","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","117","1","1","7","38","3","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"渋谷区","22","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","60","1","1","1","25","0","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","53","0","1","2","19","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","","","","","",""
"池袋","36","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","50","0","0","4","12","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","35","1","1","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","64","1","0","2","19","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","","","","","",""
"練馬区","59","0","1","11","25","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","98","0","2","3","30","3","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","43","0","0","0","9","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","3","","","","","",""
"江戸川","88","3","3","11","23","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","125","0","0","8","35","5","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","2","","","","","",""
"町田市","98","0","0","11","27","2","0","0","1","0","1","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","94","0","1","1","18","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","56","0","1","5","13","7","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","102","0","0","4","32","2","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩府中","172","0","0","8","29","8","1","6","0","1","0","3","0","0","0","0","0","0","2","0","0","5","","","","","",""
"多摩小平","139","1","7","12","33","5","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","8","","","","","",""
"島しょ","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1945","8","28","112","532","54","14","21","15","1","2","32","1","3","0","5","0","0","9","0","0","29","","","","","",""
