"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","9","7","5","1","0","6","2","3","0","1","2","0","0","0","0","1","1","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0"
"〜1歳","44","9","0","17","1","53","0","15","0","12","6","0","0","1","0","1","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"1歳","149","17","5","76","10","129","1","66","1","35","7","0","8","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","193","7","3","105","39","88","1","56","0","13","10","0","2","0","0","1","0","0","0","0","0","4","1","0","0","2","0","0","2","2","0","0","1"
"3歳","296","12","1","96","55","83","3","58","0","2","7","0","3","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","362","5","1","95","95","99","5","43","0","0","7","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","466","9","0","71","134","85","4","32","2","2","7","3","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","483","8","0","79","133","72","7","15","0","0","1","1","2","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"7歳","654","9","0","36","127","63","0","10","0","0","0","4","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","702","13","0","24","107","51","2","6","1","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"9歳","719","10","0","10","69","36","1","3","1","0","0","1","2","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","2619","79","0","6","103","100","9","8","0","0","2","2","0","0","0","0","0","0","0","0","0","5","1","0","0","1","0","0","4","1","0","0","1"
"15〜19歳","599","58","0","0","9","16","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","3","1","1","0","0","1","0","1","1","0","0","1"
"20〜29歳","312","92","0","14","34","68","1","2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"30〜39歳","463","86","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","567","89","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","248","129","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","4","1","0","0","0","0","0","0","1","0","3"
"60〜69歳","92","85","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","9","0","0","0","0","0","2","0","0","0","9"
"70〜79歳","62","59","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"80歳以上","19","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","19","0","0","0","0","0","3","0","2","0","17"
"合計","9058","819","15","630","916","949","36","317","5","65","51","12","19","5","0","46","1","0","3","0","0","31","48","2","0","4","1","0","24","5","3","0","45"
