"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","8","0","0","0","5","7","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","5","0","5","3","7","2","0","0","1","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"新宿区","12","0","0","0","22","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","","","","","",""
"文京","7","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","8","0","0","1","20","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","0","0","1","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","6","0","0","0","9","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","9","0","0","0","13","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","9","0","0","1","4","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","10","0","0","11","45","8","0","2","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","14","0","4","0","27","4","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","28","0","0","0","19","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","19","0","0","0","28","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","0","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","23","0","0","3","24","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","7","0","0","1","1","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","10","0","0","0","19","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","23","0","0","0","11","6","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","8","0","0","1","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","0","0","3","19","9","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","7","0","0","5","21","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","5","0","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","12","0","0","0","16","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","9","0","0","0","17","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","0","0","0","0","4","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","12","0","0","0","19","3","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","21","0","0","1","5","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","","","","","",""
"村山大和","4","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","17","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","5","0","0","2","3","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","14","0","0","0","22","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","9","0","0","1","9","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","8","0","0","1","24","10","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","356","0","9","35","501","110","3","9","30","0","1","4","3","14","5","2","0","9","0","0","0","3","0","0","","","","","",""
