"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","7","2","2","1","0","0","3","0","0","2","2"
"中央区","4","4","4","1","0","0","0","0","0","2","0"
"みなと","8","2","9","2","0","0","0","0","0","2","1"
"新宿区","24","13","62","9","1","0","16","0","0","7","2"
"文京","4","0","2","1","0","0","4","0","0","1","1"
"台東","10","3","2","10","4","0","0","0","0","2","0"
"墨田区","2","1","4","0","0","0","5","0","0","2","1"
"江東区","2","0","0","0","0","0","0","0","0","1","0"
"品川区","7","4","0","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","1","1","0","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","2","0","0","0","2"
"渋谷区","25","10","9","7","0","0","3","0","0","5","1"
"中野区","16","0","0","9","0","0","0","0","0","2","0"
"杉並","2","0","1","2","0","0","4","0","0","2","2"
"池袋","9","5","4","6","2","0","2","0","0","3","1"
"北区","1","0","0","0","0","0","0","0","0","1","0"
"荒川区","6","1","0","0","1","0","0","0","0","1","0"
"板橋区","7","1","1","0","0","0","4","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","1","1","1","1","1","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","5","0","0","0","1"
"江戸川","15","3","0","4","2","0","0","0","0","2","0"
"八王子市","6","2","1","0","2","0","0","0","0","4","1"
"町田市","1","3","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","0","1","1","0","0","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","31","0","0","3","3"
"多摩小平","1","0","0","0","1","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","174","56","103","55","14","0","79","0","0","53","25"
