"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","2","1","2","4","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","2","4","8","39","8","1","0","3","3","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","4","2","12","15","1","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","","","","","",""
"文京","0","0","0","3","9","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","3","4","0","0","43","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","2","0","12","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"江東区","2","6","3","8","53","4","7","0","5","0","6","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","5","36","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","1","22","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","5","4","9","110","4","1","1","9","1","3","2","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","3","1","11","137","5","3","0","6","0","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","14","10","0","0","0","5","0","0","0","0","0","0","2","0","0","3","0","0","","","","","",""
"中野区","2","3","0","2","26","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","4","31","0","1","0","4","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","0","29","7","3","0","1","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","1","13","8","6","4","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","0","0","1","16","5","6","0","2","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"練馬区","0","0","1","9","39","5","2","0","4","0","0","1","2","0","0","2","0","0","0","0","0","","","","","",""
"足立","1","6","1","6","43","1","8","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","7","33","2","2","2","3","0","0","0","0","0","0","0","0","0","6","0","0","","","","","",""
"江戸川","1","4","5","26","75","3","1","0","3","0","1","5","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","5","2","11","106","15","4","0","3","0","0","6","3","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","3","1","21","66","7","3","0","7","0","1","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","2","1","29","3","1","0","4","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","4","0","5","43","4","3","2","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","13","1","16","40","4","4","0","4","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"多摩府中","2","6","0","11","86","9","3","0","11","0","2","3","1","0","0","2","1","1","4","0","0","","","","","",""
"多摩小平","2","1","2","24","52","16","1","0","4","2","1","0","0","0","0","2","2","0","5","0","0","","","","","",""
"島しょ","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","22","75","46","240","1215","110","58","9","104","6","18","30","15","1","0","9","3","1","25","0","0","","","","","",""
