"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","11","28","4","0","0","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","1","0","0","0","1","1","0","1"
"〜1歳","33","75","2","3","4","103","0","2","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","108","128","8","19","20","253","1","4","2","33","0","1","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","143","102","1","19","43","218","2","6","0","10","0","0","0","1","0","0","0","0","0","0","0","2","3","1","0","0","0","0","1","0","1","0","2"
"3歳","203","90","1","18","79","193","1","0","1","4","0","2","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"4歳","291","95","0","14","96","236","1","1","5","0","1","1","1","1","0","0","0","0","0","0","0","4","1","0","0","0","0","0","4","0","0","0","1"
"5歳","343","116","0","23","140","197","1","1","1","0","1","2","0","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"6歳","465","129","0","9","142","172","2","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"7歳","711","144","0","7","134","175","1","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","732","168","0","1","124","134","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"9歳","752","157","0","2","82","108","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"10〜14歳","2584","678","0","7","158","308","5","1","0","0","0","2","0","0","0","0","0","1","2","0","0","5","4","1","1","0","0","0","4","0","1","0","3"
"15〜19歳","636","249","0","2","17","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"20〜29歳","324","368","0","5","51","296","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"30〜39歳","374","479","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","3","0","0","0","0","0","2","0","0","0","3"
"40〜49歳","351","563","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6"
"50〜59歳","199","529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","14","0","0","0","0","0","3","0","0","0","14"
"60〜69歳","76","281","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","13","1","0","0","0","0","2","0","0","0","13"
"70〜79歳","33","193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","43","1","0","2","0","0","4","2","0","1","42"
"80歳以上","29","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","85","0","0","0","0","0","11","0","3","0","82"
"合計","8398","4713","16","129","1090","2488","25","16","20","65","2","13","3","5","0","11","0","1","2","0","0","43","187","5","2","4","0","0","35","4","6","1","180"
