"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","1","0","0","0","0","0","3","0","0"
"15〜19歳","3","3","4","2","0","0","0","0","0"
"20〜24歳","38","10","18","14","1","0","0","0","0"
"25〜29歳","49","8","30","27","1","0","1","0","0"
"30〜34歳","29","6","26","16","0","0","4","0","0"
"35〜39歳","23","11","16","11","1","0","0","0","0"
"40〜44歳","12","3","6","5","0","0","1","0","0"
"45〜49歳","6","6","9","7","0","0","1","0","0"
"50〜54歳","8","6","5","1","1","0","1","0","0"
"55〜59歳","2","5","3","3","0","0","2","0","0"
"60〜64歳","2","0","2","2","0","0","5","0","0"
"65〜69歳","0","1","0","0","0","0","5","0","0"
"70歳以上","0","1","0","0","0","0","31","0","0"
"合計","173","60","119","88","4","0","63","0","0"
