"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","0","6","20","0","3","1","1","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","3","2","6","10","0","3","3","1","12","2","1","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","0","7","6","12","18","1","5","1","2","0","1","0","1","0","0","0","0","1","0","0","0","","","","","",""
"文京","2","0","1","3","9","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","4","2","8","12","1","34","5","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","6","2","2","6","0","32","7","2","8","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","3","8","7","38","0","8","3","0","18","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","0","9","22","1","5","1","3","2","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","3","4","0","13","18","1","2","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","5","7","20","48","4","5","5","7","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","1","4","10","20","50","0","7","7","2","24","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","4","12","0","0","6","1","3","0","1","0","0","2","0","0","1","0","0","0","","","","","",""
"中野区","0","3","1","13","16","1","3","2","3","6","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","4","1","23","1","2","2","1","10","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","0","4","0","3","4","1","1","1","0","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","1","0","2","4","13","2","1","6","2","7","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","1","1","3","16","0","10","0","4","20","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","1","1","4","10","2","1","0","0","5","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","0","6","3","30","22","3","0","18","5","20","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","0","3","5","13","52","3","2","3","7","20","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","1","1","5","33","1","4","0","4","16","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","8","4","17","36","0","9","0","7","60","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","4","7","16","58","3","14","4","7","35","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","1","0","11","44","1","0","4","4","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","13","9","2","0","2","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","5","3","8","15","0","1","0","2","18","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","8","4","16","35","3","0","13","2","17","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","3","3","4","42","65","7","8","8","12","40","1","3","0","0","4","0","0","0","0","0","0","","","","","",""
"多摩小平","0","2","12","36","47","4","13","15","5","44","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","14","88","92","346","761","43","180","117","91","430","25","19","2","0","13","1","0","2","0","0","0","","","","","",""
