"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","76","6","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","6","0"
"〜1歳","238","6","3","1","89","1","0","2","19","1","0","2","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1"
"1歳","930","20","14","19","299","4","11","13","44","2","1","1","1","0","0","0","0","0","0","3","8","3","1","4","0","2","3","5"
"2歳","1075","9","5","33","217","4","3","30","7","1","1","0","0","0","1","0","0","0","0","2","9","0","0","2","0","0","7","2"
"3歳","1229","4","6","64","156","6","4","47","4","1","0","2","1","0","0","0","0","0","0","0","6","1","0","3","0","0","2","3"
"4歳","1533","3","7","82","174","10","5","80","3","0","1","0","1","0","0","0","0","0","0","0","5","1","1","2","0","0","3","2"
"5歳","1591","1","3","91","125","15","2","72","3","0","2","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0"
"6歳","1629","0","5","78","121","17","0","71","2","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1"
"7歳","1469","1","4","50","107","18","0","35","0","0","0","1","0","0","0","0","0","0","0","0","4","1","1","1","2","1","2","2"
"8歳","1441","0","1","55","87","14","0","32","1","1","6","0","0","0","1","0","0","0","0","1","4","1","0","2","0","1","2","2"
"9歳","1208","0","1","33","79","7","0","14","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"10〜14歳","4249","0","1","87","219","10","0","24","1","0","6","0","0","0","0","0","0","0","0","0","7","0","0","1","1","0","6","1"
"15〜19歳","1325","0","1","13","66","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","1473","0","0","36","319","5","3","8","0","0","0","0","0","0","2","0","0","1","0","0","3","0","0","0","0","0","3","0"
"30〜39歳","1860","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","3","0"
"40〜49歳","2186","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","1","1","1","1","1","1","1"
"50〜59歳","1395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","3","0"
"60〜69歳","856","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","16","1","0","0","0","0","15","0"
"70〜79歳","549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","1","2","4","0","0","33","4"
"80歳以上","323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","3","3","8","0","1","79","9"
"合計","26635","50","51","642","2067","111","28","429","84","6","23","9","4","0","13","1","0","1","0","6","216","15","10","30","4","7","175","34"
