"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","3","1","0","0","2","0","1","0","1","0","0","0","0","0","0","0"
"〜1歳","0","1","1","2","32","2","3","0","24","0","10","0","2","0","0","0","0","0","0","0"
"1歳","1","1","8","2","34","6","14","1","18","0","24","2","6","0","0","0","0","0","0","0"
"2歳","1","1","1","1","32","9","15","3","6","0","21","7","2","0","0","0","0","0","0","0"
"3歳","2","0","7","3","15","12","19","5","0","0","12","7","0","0","0","0","0","0","3","0"
"4歳","3","0","3","11","22","14","15","3","0","0","10","16","0","0","0","1","0","0","0","0"
"5歳","1","0","2","12","19","5","6","2","0","0","10","13","0","0","0","0","0","0","2","0"
"6歳","3","0","2","8","9","3","1","2","0","1","3","8","0","0","0","2","0","0","0","0"
"7歳","1","0","0","9","5","2","4","3","0","0","3","7","0","0","0","0","0","0","0","0"
"8歳","0","0","0","5","7","1","0","3","0","0","1","5","0","0","0","0","0","0","0","0"
"9歳","3","0","0","3","6","2","2","0","0","0","0","2","1","0","0","1","0","1","0","0"
"10〜14歳","4","0","1","11","15","1","2","2","0","1","0","2","0","0","0","0","0","0","1","0"
"15〜19歳","7","0","0","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","0","0","6","29","0","1","1","0","3","1","2","0","0","1","0","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","35","3","25","73","235","58","82","25","50","6","96","71","12","0","1","8","0","1","6","0"
