"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","17","0","0"
"1〜4歳","0","0","0","0","0","0","1","2","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","3","0","0"
"15〜19歳","2","0","0","1","0","0","1","0","0"
"20〜24歳","19","1","5","17","0","0","1","0","0"
"25〜29歳","17","3","5","10","0","1","1","0","0"
"30〜34歳","18","10","12","18","0","2","0","1","0"
"35〜39歳","23","16","6","12","0","2","0","0","0"
"40〜44歳","22","9","7","7","0","1","0","0","0"
"45〜49歳","8","8","7","2","1","0","0","0","0"
"50〜54歳","6","8","4","4","0","0","0","0","0"
"55〜59歳","1","6","1","0","0","0","1","0","0"
"60〜64歳","3","2","1","1","0","0","3","2","0"
"65〜69歳","1","2","1","0","0","0","2","0","0"
"70歳以上","0","1","1","0","0","0","23","1","0"
"合計","120","66","50","72","1","6","55","6","0"
