"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","0","4","19","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"みなと","3","2","3","8","11","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","9","6","0","1","1","0"
"新宿区","10","11","6","15","18","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","12","8","1","2","2","0"
"文京","0","0","2","4","8","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","0","0","7","20","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","0","1","7","8","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","4","1","4","12","47","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","3","2","3","8","23","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","3","1","8","19","1","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","3","2","3","20","48","3","0","2","5","0","0","0","0","0","1","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","13","1","5","21","44","4","1","9","4","0","2","0","0","0","0","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","4","0","1","1","6","5","3","5","4","0","0","0","0","0","2","0","0","0","0","1","1","7","4","1","1","1","0"
"中野区","5","0","0","14","16","4","0","4","2","0","3","0","0","0","1","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","2","0","2","7","40","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","15","10","1","2","2","0"
"池袋","1","2","6","1","6","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","2","0","0","3","12","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","1","2","1","7","16","0","0","8","5","0","0","0","0","0","1","0","0","0","0","0","0","6","3","1","0","0","0"
"板橋区","2","0","0","8","14","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"練馬区","4","1","1","29","59","6","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","0","4","1","7","54","0","1","2","5","0","0","0","0","0","1","0","0","0","0","0","0","18","11","2","0","0","0"
"葛飾区","4","0","0","13","41","0","1","0","3","0","0","2","0","0","0","0","0","0","0","2","0","13","8","1","1","1","0"
"江戸川","5","1","0","16","24","1","1","1","4","0","0","1","0","0","1","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","3","2","4","13","60","4","2","2","3","0","0","1","0","0","2","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","2","0","0","18","44","4","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"西多摩","0","0","2","12","16","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","2","2","4","15","29","5","0","5","4","2","4","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","3","1","0","12","36","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","20","13","2","1","1","0"
"多摩府中","14","2","3","29","47","5","0","8","18","1","1","0","0","0","1","0","0","0","0","1","0","31","20","3","3","3","0"
"多摩小平","3","2","15","37","52","5","2","9","15","1","0","0","1","0","0","0","0","0","0","2","0","22","14","2","2","2","0"
"島しょ","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","96","41","68","357","840","58","15","72","106","8","12","5","3","0","11","0","0","0","0","6","3","405","253","37","25","25","0"
