"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","7","2","8","6","0","0","0","0","0","",""
"中央区","2","2","0","7","0","0","0","0","0","",""
"みなと","15","30","8","4","0","0","4","0","1","",""
"新宿区","23","13","32","21","0","0","6","3","0","",""
"文京","7","1","1","4","0","0","3","0","1","",""
"台東","1","0","0","1","0","0","0","0","0","",""
"墨田区","2","0","0","3","0","0","4","0","0","",""
"江東区","9","5","2","7","0","0","0","0","0","",""
"品川区","7","2","1","4","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","4","0","0","1","0","0","",""
"世田谷","0","0","0","0","0","0","2","2","0","",""
"渋谷区","42","25","25","54","0","0","0","0","0","",""
"中野区","1","0","0","1","0","0","0","0","0","",""
"杉並","8","0","0","0","0","0","5","0","0","",""
"池袋","15","4","2","11","0","0","1","1","2","",""
"北区","0","0","2","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","1","1","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","2","0","",""
"江戸川","2","0","1","1","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","6","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","8","0","0","",""
"多摩小平","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","143","84","83","129","0","0","46","8","4","",""
