"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","4","2","7","0","0","1","0","0","0","2","2"
"中央区","15","3","2","2","0","0","0","0","0","0","3","0"
"みなと","10","32","8","4","1","2","9","2","0","0","2","1"
"新宿区","43","21","18","44","1","10","21","6","0","0","7","2"
"文京","5","1","2","2","0","0","4","0","0","0","1","1"
"台東","5","2","0","0","0","0","0","0","0","0","2","0"
"墨田区","6","1","5","2","0","0","7","3","1","0","2","1"
"江東区","11","6","0","9","0","0","0","0","0","0","2","0"
"品川区","11","2","1","10","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","8","0","1","1","0","0","3","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","3","0","0","0","0","2"
"渋谷区","14","9","7","4","1","2","0","0","0","0","5","1"
"中野区","1","1","2","4","0","2","0","0","0","0","2","1"
"杉並","6","0","1","1","0","0","3","0","0","0","2","1"
"池袋","19","9","6","15","0","1","4","6","0","0","3","1"
"北区","1","1","4","1","0","0","0","0","0","0","1","0"
"荒川区","3","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","3","0","0","5","2","0","4","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","7","0","0","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","5","9","0","0","0","1"
"江戸川","14","3","1","0","1","0","0","0","0","0","2","0"
"八王子市","4","1","1","1","1","0","0","0","0","0","4","1"
"町田市","3","1","0","0","3","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","0","0","3","0","0","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","21","16","3","0","3","3"
"多摩小平","0","0","0","0","0","0","5","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","213","98","61","114","14","17","90","48","4","0","55","25"
