"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","5","7","30","1","153","1","5","0","18","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","8","9","9","63","3","96","1","11","0","48","3","5","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","1","5","12","43","7","125","0","5","0","53","1","1","0","0","1","1","0","0","0","0","","","","","",""
"区西部","0","1","1","14","29","7","162","8","5","0","20","1","1","0","0","0","0","0","3","0","0","","","","","",""
"区西北部","1","2","12","16","38","11","256","3","11","1","44","4","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","3","7","17","21","51","5","215","1","13","0","48","5","0","0","0","0","0","0","2","0","0","","","","","",""
"区東部","1","7","18","19","53","4","158","0","8","0","52","2","1","1","0","1","0","2","0","0","0","","","","","",""
"西多摩","0","0","0","4","7","7","42","0","4","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","4","6","28","45","13","417","4","16","0","118","4","2","1","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","6","19","16","8","110","0","6","0","19","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","11","14","27","11","120","1","14","0","60","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","2","18","9","32","5","138","1","9","0","39","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","35","108","172","434","82","1992","20","107","1","525","27","14","2","0","4","1","2","5","0","0","","","","","",""
