"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","2","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0"
"〜1歳","0","1","3","0","21","4","7","2","31","0","5","0","1","0","0","0","0","0","0","0"
"1歳","1","3","7","6","33","7","27","2","23","1","12","5","0","0","0","0","0","0","0","0"
"2歳","2","0","8","9","38","9","18","2","4","1","12","5","3","0","0","1","0","0","0","0"
"3歳","1","0","3","13","34","11","12","4","1","0","12","9","3","0","0","1","0","0","0","0"
"4歳","1","0","2","15","25","8","8","7","0","0","7","12","0","1","0","0","0","0","0","0"
"5歳","4","0","5","18","17","12","12","6","0","0","6","14","0","0","0","0","0","0","0","0"
"6歳","7","0","2","17","15","2","5","6","0","0","3","9","1","0","0","0","0","0","0","0"
"7歳","0","0","2","10","17","3","2","0","0","0","2","10","0","0","0","0","0","0","0","0"
"8歳","3","0","1","5","15","0","0","3","0","0","1","5","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","11","2","3","1","0","0","1","3","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","1","14","24","1","2","1","0","0","0","9","0","0","0","2","0","0","0","0"
"15〜19歳","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","1","4","19","0","2","1","0","0","0","4","0","0","0","1","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","25","4","35","116","276","60","98","35","60","2","61","85","9","2","0","11","1","0","0","0"
