"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","9","65","0","1","1","17","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","4","3","0","2","2","0"
"中央区","31","56","0","1","0","13","0","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","71","123","4","10","5","10","3","10","0","0","5","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","27","155","7","9","0","16","0","4","1","2","2","0","0","0","0","2","0","0","0","0","0","0","10","6","2","2","2","0"
"文京","16","121","0","9","3","4","1","4","1","1","3","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"台東","11","88","1","4","5","25","0","19","0","1","7","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","30","257","0","2","1","4","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","3","8","5","1","1","1","0"
"江東区","76","187","2","11","15","44","1","2","0","0","4","1","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","25","112","0","11","12","23","0","3","0","3","2","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","20","94","1","21","3","12","2","4","1","0","5","0","2","0","0","1","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","79","270","4","9","15","76","0","6","0","0","8","1","0","3","0","1","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","74","378","17","90","34","55","2","4","0","5","20","1","1","0","0","5","1","1","0","0","0","1","25","16","2","2","2","0"
"渋谷区","12","77","1","2","0","11","0","0","0","1","2","0","0","0","0","4","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","33","213","1","5","22","21","1","6","0","2","4","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","77","303","0","7","10","33","0","7","0","1","4","0","0","1","0","1","0","0","0","0","0","2","17","11","1","2","2","0"
"池袋","35","197","0","2","0","2","0","2","0","0","2","0","0","0","0","1","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","37","245","1","6","11","14","0","14","0","5","4","1","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","26","119","0","3","13","18","0","5","0","2","7","0","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","37","262","3","1","7","18","2","4","0","0","7","0","0","0","0","1","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","48","333","2","12","16","53","1","8","1","4","20","2","2","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","21","279","5","1","5","43","0","15","0","6","15","3","0","2","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","30","251","0","10","6","31","0","7","0","2","7","0","1","0","0","1","0","0","0","0","0","3","13","8","1","1","1","0"
"江戸川","40","400","3","17","12","46","2","11","0","5","4","0","0","0","0","0","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","39","365","4","22","27","78","0","25","0","3","16","0","3","0","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","26","208","3","3","12","44","0","13","0","2","5","0","2","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","12","173","1","5","2","16","0","17","0","1","4","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","30","213","3","17","4","30","0","5","0","1","7","1","1","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","28","313","1","2","18","22","0","22","1","4","17","1","0","0","0","1","0","0","0","0","0","1","21","14","2","1","1","0"
"多摩府中","110","700","2","11","49","79","0","20","0","8","12","1","6","1","0","0","1","1","0","0","0","4","33","21","3","3","3","0"
"多摩小平","113","458","6","1","41","97","1","19","0","10","5","0","0","0","0","1","0","0","0","0","0","1","22","14","2","2","2","0"
"島しょ","3","31","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1226","7046","72","305","349","955","16","259","5","71","202","13","20","7","0","24","3","3","1","0","0","16","415","260","39","25","25","0"
