"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","4","0","8","26","4","10","0","10","0","2","2","0","0","0","0","0","0","1","0","0","","","","","",""
"区南部","0","8","2","20","59","8","5","0","5","0","4","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","6","1","24","38","2","11","0","6","1","6","6","0","0","0","0","0","0","2","0","0","","","","","",""
"区西部","2","9","1","11","56","10","4","0","6","1","0","12","1","0","0","1","0","0","2","0","0","","","","","",""
"区西北部","3","3","2","3","50","19","16","3","10","1","4","6","0","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","0","9","1","12","64","7","5","2","11","0","4","3","1","0","0","3","0","0","6","0","0","","","","","",""
"区東部","1","11","0","25","65","13","24","1","15","0","4","5","2","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","7","2","4","0","2","0","3","0","0","0","0","0","0","0","2","0","0","","","","","",""
"南多摩","3","10","4","44","48","14","31","4","15","1","6","4","1","0","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","0","6","1","11","20","7","10","0","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","9","2","16","16","5","7","3","5","1","3","4","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","5","1","12","23","6","13","0","9","1","4","2","2","0","0","1","0","0","4","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10","80","15","188","472","97","140","13","99","6","41","50","7","1","0","11","0","0","17","0","0","","","","","",""
