"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","3","4","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","2","1","21","1","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","1","4","27","2","2","0","2","0","0","1","0","2","0","0","0","1","5","0","0","","","","","",""
"文京","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","1","1","0","3","6","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","2","4","3","9","6","0","3","0","0","0","1","0","0","0","0","0","1","0","0","","","","","",""
"江東区","0","2","0","8","31","16","13","1","5","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","3","18","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","4","4","14","69","3","0","2","4","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","3","0","10","16","8","7","1","4","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"中野区","0","1","0","1","16","3","3","0","2","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","2","23","1","5","0","1","0","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","7","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","0","0","0","2","9","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","3","1","0","7","2","4","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","2","5","4","1","0","3","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","3","1","5","21","23","4","0","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","1","0","2","41","2","1","2","7","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","11","22","2","1","1","2","0","0","2","0","0","0","0","0","0","5","0","0","","","","","",""
"江戸川","0","2","0","12","26","7","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","0","13","28","5","10","8","3","0","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"町田市","0","6","0","34","20","5","6","4","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","10","8","1","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","2","1","4","8","1","4","1","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","2","0","6","17","10","3","1","5","0","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","3","1","11","17","13","8","6","5","0","0","3","0","0","0","0","0","0","2","0","0","","","","","",""
"多摩小平","0","6","5","16","15","3","11","3","5","0","1","0","2","0","0","0","0","0","8","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","42","20","180","493","133","111","31","71","2","13","23","12","3","0","4","0","1","22","0","0","","","","","",""
