"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","2","5","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","0","0","0","3","16","1","13","0","3","3","0","12","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","0","0","7","8","10","0","15","0","2","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","0","0","0","0","20","4","16","0","3","0","0","3","1","2","1","0","0","3","0","0","0","0","0","0","7","6","2","2","0","0"
"文京","0","0","0","0","3","8","6","0","4","0","0","0","1","0","0","0","0","5","0","0","0","0","0","1","4","3","1","1","0","0"
"台東","0","0","3","0","10","4","81","0","2","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","0","0","0","3","1","7","36","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","4","3","0","1","0","0"
"江東区","0","0","2","12","12","4","49","3","3","0","0","5","0","2","0","0","0","2","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","0","0","3","1","17","7","10","7","7","0","0","14","0","1","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","0","0","0","8","0","2","6","0","3","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","0","0","4","9","28","5","2","3","7","0","0","49","2","0","1","1","0","1","0","0","0","0","0","1","10","9","1","1","0","0"
"世田谷","0","0","10","8","22","5","6","2","8","0","0","8","1","1","0","0","0","0","0","0","0","0","0","0","9","8","2","2","0","0"
"渋谷区","0","0","0","1","16","4","2","1","3","0","0","7","1","3","0","0","0","0","0","0","2","0","0","0","5","4","1","2","0","0"
"中野区","0","0","0","2","32","6","12","2","4","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","0","0","0","6","16","3","2","0","3","0","0","12","0","1","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","0","0","0","0","1","3","20","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","6","5","1","1","0","0"
"北区","0","0","5","8","4","15","27","2","3","0","0","11","0","3","2","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","0","0","0","2","2","1","0","1","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","0","0","0","2","10","3","13","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","0","0","0","3","4","4","7","1","2","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","0","0","0","5","8","11","6","2","1","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","0","0","0","7","5","23","106","0","1","0","0","10","1","3","1","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","0","0","14","4","13","9","37","1","0","1","0","30","0","2","1","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","0","0","0","0","0","4","1","2","1","0","3","11","0","6","0","0","0","0","0","0","0","0","0","2","3","2","1","1","0","0"
"秋川","0","0","0","7","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"町田市","0","0","0","0","22","4","6","0","2","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","3","2","1","0","0","0"
"多摩川","0","0","4","1","8","7","13","1","2","0","0","9","6","1","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"南多摩","0","0","4","0","7","9","1","0","5","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","0","0","1","1","4","2","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"村山大和","0","0","0","1","9","2","0","2","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","2","1","0","0","0"
"府中小金井","0","0","0","0","2","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"狛江調布","0","0","1","1","1","4","4","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"三鷹武蔵野","0","0","0","5","12","5","0","0","4","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","5","4","2","1","0","0"
"多摩小平","0","0","0","9","16","7","4","0","6","0","0","16","0","2","0","0","0","0","0","0","1","0","0","2","4","3","0","1","0","0"
"多摩東村山","0","0","2","3","19","3","11","1","1","0","0","4","0","2","4","1","0","4","0","0","0","0","0","0","4","3","1","1","0","0"
"島しょ","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","0","0","60","120","354","183","518","32","90","4","3","279","17","41","14","3","0","26","0","0","4","0","0","8","178","142","14","25","0","0"
