"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","5","3","2","2","7","3","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","14","4","0","1","42","4","0","0","21","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","67","2","2","5","146","20","1","1","23","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","75","3","6","12","108","33","3","1","3","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"3歳","141","1","5","10","98","31","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"4歳","174","0","4","29","85","33","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","174","0","3","24","59","31","0","1","0","0","0","3","0","1","0","0","0","0","1","0","2","0","0","0","0","0","2","0"
"6歳","225","0","2","19","58","15","1","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","236","0","0","13","58","7","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","159","0","3","12","33","4","0","0","0","0","0","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"9歳","121","0","1","13","30","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","448","0","0","18","56","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","104","0","0","1","19","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","108","0","2","20","146","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","1","0","0","3","1"
"合計","2506","13","30","179","945","183","7","7","48","1","1","22","4","2","0","4","0","3","7","0","12","1","0","1","0","0","11","1"
