"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","2","0","6","3","11","0","3","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","18","9","4","84","3","172","5","42","0","35","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","38","16","6","119","6","435","7","64","0","93","1","12","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","0","4","19","14","69","10","248","7","10","0","51","8","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","0","2","18","26","71","3","133","18","1","1","37","6","1","2","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","14","30","44","9","86","24","2","0","19","6","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","17","25","52","5","55","14","0","0","11","15","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","8","29","31","7","34","15","1","0","9","13","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","20","31","2","16","4","0","0","4","12","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","4","11","32","0","21","6","0","0","9","12","3","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","15","26","0","11","5","0","0","2","4","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","5","27","97","3","11","4","0","0","5","8","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","1","6","21","1","3","1","0","0","0","1","0","0","0","1","0","0","4","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","0","0","3","23","105","3","24","1","0","0","2","4","0","0","0","2","0","1","1","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"合計","4","68","120","236","788","55","1260","111","123","2","282","90","27","2","0","42","0","2","26","1","0","2","0","0","0","0","0","2","0"
