"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","12","2","6","16","58","12","1","2","7","0","1","2","0","0","0","2","0","0","0","0","0","","","","","",""
"区南部","5","4","6","29","103","10","1","4","9","1","1","1","2","1","0","3","0","0","0","0","0","","","","","",""
"区西南部","19","1","5","25","92","16","3","2","4","0","0","0","2","0","0","1","0","0","0","2","0","","","","","",""
"区西部","3","2","2","17","75","10","1","1","8","0","1","4","0","1","0","0","0","0","0","0","0","","","","","",""
"区西北部","12","1","7","26","108","19","1","1","10","0","2","5","3","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","26","0","7","16","109","24","1","4","1","0","4","1","1","1","0","4","0","0","1","0","0","","","","","",""
"区東部","18","1","5","32","98","19","4","2","9","1","1","2","1","1","0","1","0","0","0","0","0","","","","","",""
"西多摩","4","0","2","6","21","4","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","11","2","2","76","170","33","6","7","10","0","3","8","3","0","0","0","0","0","1","0","0","","","","","",""
"北多摩西部","3","0","4","8","36","3","1","1","2","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","14","2","8","38","56","13","2","1","11","0","1","2","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","9","1","12","14","53","3","1","0","10","1","0","1","1","0","0","0","0","1","2","0","1","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","136","16","66","303","979","166","22","25","82","3","14","30","18","4","0","13","0","1","4","2","1","","","","","",""
