"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","28","113","23","3","9","33","1","8","0","1","64","0","1","0","0","2","0","1","0","0","0","0","","","","","",""
"区南部","46","113","23","1","18","44","1","8","0","3","58","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","24","159","22","3","21","48","1","8","0","1","65","0","2","1","0","2","0","0","0","0","0","1","","","","","",""
"区西部","21","187","25","5","9","41","2","1","0","4","50","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","20","298","41","3","20","30","1","6","0","5","103","1","3","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","4","152","33","9","12","62","1","11","0","10","84","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","13","237","18","2","15","47","3","8","0","1","76","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","7","41","2","0","0","14","2","2","0","1","13","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"南多摩","14","161","30","4","15","89","2","13","0","5","101","2","2","1","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","7","58","13","1","15","15","0","1","1","4","66","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","30","188","23","3","9","26","3","2","1","3","88","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","23","76","43","4","23","35","5","2","0","2","37","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","16","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","237","1799","296","38","166","484","22","70","2","40","811","9","15","5","0","13","1","1","0","0","0","2","","","","","",""
