"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","8","0","0","0","8","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","14","3","4","2","7","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","30","0","0","1","5","1","0","0","0","0","0","0","0","2","1","0","0","5","0","0","0","0","0","","","","","",""
"文京","17","0","0","1","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","15","0","0","2","8","1","1","1","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","14","0","0","3","4","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","15","0","0","0","12","1","0","1","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","5","0","0","0","27","0","1","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","26","0","1","3","36","1","0","2","1","0","0","0","0","7","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","25","0","0","2","9","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","5","0","0","0","12","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","42","0","0","6","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","33","0","1","2","30","4","1","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","10","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","11","0","1","2","8","2","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","0","0","0","18","2","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","18","0","0","3","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","25","0","0","9","12","8","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","5","0","0","3","6","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","18","0","0","1","10","3","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","46","0","0","6","12","1","1","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","13","0","0","1","0","2","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","27","1","0","3","17","8","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"西多摩","16","0","0","2","17","4","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","16","0","0","0","16","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","29","0","0","1","5","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","43","0","0","4","18","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","51","0","2","6","30","12","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","587","4","9","63","373","76","7","12","33","0","0","1","1","48","3","1","0","8","0","0","0","0","0","","","","","",""
