"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","3","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","2","1","19","0","4","0","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","0","0","0","2","12","3","10","1","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","4","8","1","5","0","2","0","2","0","0","0","0","0","0","0","3","0","0","","","","","",""
"文京","0","0","0","2","1","0","2","2","1","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","2","0","1","19","1","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","1","1","0","5","2","3","0","1","2","1","0","0","0","0","2","0","0","0","","","","","",""
"江東区","0","3","1","2","38","6","46","0","4","0","14","2","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","2","0","3","19","1","14","2","2","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","4","1","6","0","3","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","17","9","9","44","2","15","0","5","0","17","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","3","3","4","22","2","29","3","5","0","15","2","0","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","10","1","5","1","1","0","0","0","0","0","0","1","0","0","1","0","0","","","","","",""
"中野区","0","0","0","0","8","2","11","1","4","1","10","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","1","6","20","1","22","3","1","0","10","2","0","0","0","1","2","0","0","0","0","","","","","",""
"池袋","0","0","1","0","4","0","3","0","1","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"北区","0","0","0","0","5","2","13","0","1","0","4","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","1","0","3","10","3","25","0","2","1","4","1","0","0","0","2","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","2","12","2","11","5","1","0","0","3","3","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","0","0","1","10","20","4","34","0","2","0","30","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","1","2","5","39","1","23","2","2","0","16","3","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","0","14","1","14","1","7","0","2","3","0","0","0","2","0","0","8","0","0","","","","","",""
"江戸川","0","4","0","3","14","4","16","1","9","0","25","2","0","0","0","2","0","0","0","0","0","","","","","",""
"八王子市","0","6","2","7","24","4","55","1","3","0","14","3","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","1","5","22","2","27","4","3","0","13","0","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","1","0","9","3","39","1","3","1","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","3","2","6","1","51","0","5","0","14","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","4","1","8","16","4","32","1","1","1","11","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","4","3","8","15","3","56","4","9","0","35","1","2","0","0","0","0","0","1","0","0","","","","","",""
"多摩小平","0","4","3","9","40","10","36","1","7","1","26","3","1","0","0","1","0","0","6","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","53","34","96","461","66","629","36","96","5","287","37","12","1","0","13","2","2","19","0","0","","","","","",""
