"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","5","9","24","7","104","5","9","0","19","3","0","0","0","2","0","0","0","0","0","","","","","",""
"区南部","3","1","9","15","53","8","75","1","6","0","51","1","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","1","4","13","31","5","115","2","9","0","29","1","1","0","0","5","1","1","0","1","0","","","","","",""
"区西部","0","2","1","8","32","6","123","1","5","0","36","6","1","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","1","2","10","9","35","11","200","4","11","1","32","2","1","0","0","2","0","0","0","0","0","","","","","",""
"区東北部","1","5","6","12","46","4","173","1","13","0","71","11","2","0","0","2","0","0","1","1","0","","","","","",""
"区東部","2","6","16","18","40","3","131","0","7","0","61","6","1","1","0","1","0","2","0","0","0","","","","","",""
"西多摩","0","0","0","16","11","2","31","0","3","0","6","1","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","1","6","27","70","11","349","4","10","0","108","8","2","1","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","13","20","12","5","91","0","6","0","32","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","6","13","25","10","90","1","6","0","68","2","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","2","4","7","24","10","119","1","11","0","39","1","1","0","0","0","1","1","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","23","80","167","403","82","1601","20","96","1","552","43","14","3","0","15","2","5","3","2","0","","","","","",""
