"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","12","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","12","0","0","1","7","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","10","0","2","8","24","2","0","2","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","24","0","0","0","21","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","8","0","0","2","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","18","0","3","5","13","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","20","0","1","5","13","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","26","0","0","2","11","3","0","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"品川区","13","0","2","10","33","4","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","15","0","0","1","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","56","0","0","22","57","9","0","1","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","35","0","0","8","30","1","0","1","2","0","0","0","0","2","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","13","0","0","1","17","3","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","40","0","0","5","13","3","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","33","1","4","10","30","5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","21","0","1","6","10","7","0","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","8","0","2","4","19","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","23","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","35","0","1","8","9","3","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","7","0","0","2","16","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","31","0","0","6","11","4","0","0","2","0","0","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","35","0","6","17","16","9","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","21","0","5","13","23","1","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","22","0","0","9","23","4","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","50","0","1","4","14","5","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","22","0","0","7","13","1","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","23","0","0","0","11","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","54","0","0","6","42","1","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","81","0","3","11","33","4","0","1","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","14","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","788","1","31","175","544","85","3","24","32","0","0","1","0","41","5","0","0","4","1","0","0","0","0","","","","","",""
