"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","43","49","870","8","1","11","45","4","10","3","6","7","0","2","0","0","1","0","0","1","0","0","2","5","","","","","","",""
"区南部","19","62","515","4","4","19","31","2","3","3","1","4","1","3","0","2","2","0","0","1","0","0","0","2","","","","","","",""
"区西南部","41","60","898","13","3","5","24","1","5","2","2","10","5","1","0","0","2","0","0","0","0","0","0","5","","","","","","",""
"区西部","54","69","857","11","7","9","30","2","5","2","4","3","1","0","0","0","2","0","0","1","0","0","0","3","","","","","","",""
"区西北部","51","111","1265","14","1","25","53","2","12","3","4","13","2","1","0","0","5","0","0","1","0","0","0","1","","","","","","",""
"区東北部","33","93","1140","26","3","11","33","4","3","3","4","10","1","1","1","0","2","0","0","1","0","0","0","3","","","","","","",""
"区東部","56","85","1106","3","3","14","48","2","6","1","2","13","1","5","1","0","1","0","0","1","0","0","0","2","","","","","","",""
"西多摩","1","23","174","1","0","8","7","0","0","0","1","0","0","1","0","0","0","0","0","3","0","0","0","4","","","","","","",""
"南多摩","19","107","1972","11","1","38","75","11","5","13","3","28","1","0","1","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","11","51","379","5","2","10","16","1","2","1","1","10","0","0","0","0","5","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","34","65","946","3","3","19","35","1","1","1","1","18","0","2","0","0","1","0","0","1","0","0","1","9","","","","","","",""
"北多摩北部","14","53","774","2","3","11","51","1","3","4","4","10","1","0","0","0","3","0","0","3","0","0","0","6","","","","","","",""
"島しょ","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","376","829","10908","101","31","180","448","31","55","36","33","126","13","16","3","2","25","0","0","13","0","0","3","42","","","","","","",""
