"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","20","1","7","19","0","5","6","5","11","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"区南部","1","8","7","6","23","2","12","5","2","18","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","2","13","3","10","26","1","5","11","2","9","2","3","0","0","1","0","2","0","0","0","0","","","","","",""
"区西部","0","16","7","20","18","1","5","5","4","21","1","1","1","0","0","0","0","1","0","0","0","","","","","",""
"区西北部","0","11","1","2","22","3","9","12","3","19","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","3","8","1","5","31","1","14","1","3","15","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","1","21","2","9","43","2","2","3","6","7","0","1","0","0","5","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","3","1","2","6","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","9","1","13","38","4","6","8","3","32","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","4","0","1","11","1","1","3","1","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","10","2","6","17","1","4","4","2","6","3","0","0","0","1","2","1","1","1","0","0","","","","","",""
"北多摩北部","0","15","3","11","20","3","3","14","2","16","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","135","28","92","271","20","68","78","35","161","9","12","2","0","11","2","3","4","1","0","0","","","","","",""
