"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","29","15","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","","","","",""
"中央区","47","6","0","0","0","1","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","57","12","1","0","6","14","1","1","5","0","1","1","0","0","0","0","0","0","0","0","0","6","1","","","","","",""
"新宿区","103","21","0","0","2","10","0","2","5","0","0","0","0","0","0","1","0","0","0","0","0","2","3","","","","","",""
"文京","95","7","0","0","2","15","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","3","1","","","","","",""
"台東","63","12","1","0","4","21","10","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","79","14","0","0","1","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","4","","","","","",""
"江東区","187","22","2","0","11","23","2","1","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","92","12","2","0","3","20","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","54","10","0","0","1","4","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","190","41","1","6","2","37","4","1","8","2","0","0","0","0","0","1","0","0","1","0","0","2","0","","","","","",""
"世田谷","193","34","0","0","6","40","0","1","17","1","0","0","0","0","0","2","0","0","1","0","0","4","1","","","","","",""
"渋谷区","45","7","0","0","2","7","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","7","5","","","","","",""
"中野区","115","25","0","0","9","36","1","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","152","21","4","0","4","29","0","0","8","1","0","0","0","0","0","0","0","0","2","0","0","7","7","","","","","",""
"池袋","125","15","3","1","4","11","1","0","2","0","0","0","0","1","0","4","0","0","1","0","0","0","0","","","","","",""
"北区","150","32","0","0","8","17","0","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","130","32","6","0","3","20","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","167","30","1","0","3","23","3","0","9","0","0","0","0","0","1","0","0","0","2","0","0","2","1","","","","","",""
"練馬区","244","38","1","0","20","44","4","0","32","1","0","0","2","1","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","250","43","4","4","8","37","5","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","134","21","0","0","4","13","4","3","7","0","0","0","0","1","0","0","0","0","1","0","0","8","1","","","","","",""
"江戸川","247","39","0","0","6","44","3","1","25","0","0","1","1","0","0","4","0","0","0","0","0","0","0","","","","","",""
"八王子市","280","55","0","2","10","33","1","0","23","3","0","0","0","0","0","0","0","0","0","0","0","3","7","","","","","",""
"町田市","164","15","0","0","7","14","0","0","3","3","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","132","33","0","0","1","22","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"南多摩","155","28","1","1","3","17","1","0","4","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"多摩立川","221","43","0","0","9","21","1","1","11","1","0","0","0","0","0","0","0","0","1","0","0","1","1","","","","","",""
"多摩府中","411","74","3","0","21","73","5","0","22","1","0","1","0","0","0","1","0","0","2","0","0","14","3","","","","","",""
"多摩小平","272","49","2","2","15","53","2","0","38","2","0","0","0","0","0","0","0","0","3","0","0","23","8","","","","","",""
"島しょ","41","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"合計","4624","815","32","16","177","705","63","14","291","24","2","5","4","3","2","17","0","0","14","0","0","94","47","","","","","",""
