"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","0","0","3","1","4","0","2","0","3","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","1","3","0","1","17","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","0","6","11","3","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","0","0","0","2","0","1","2","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","1","0","0","10","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","3","1","1","1","1","5","0","3","0","0","0","0","0","0","0","0","1","3","0","0","","","","","",""
"江東区","1","7","0","3","27","4","21","2","3","0","8","1","3","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","3","1","7","16","0","6","2","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","6","5","9","58","4","4","2","5","0","3","1","0","0","0","0","0","0","3","0","0","","","","","",""
"世田谷","1","4","0","15","21","5","15","0","3","0","2","1","4","1","0","0","0","1","1","0","0","","","","","",""
"渋谷区","0","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中野区","0","1","0","4","4","2","3","1","2","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"杉並","0","0","0","2","30","1","8","0","2","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","3","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","3","2","3","0","2","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","0","12","0","2","7","2","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","4","0","2","9","2","2","1","3","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","0","0","2","3","30","7","10","1","6","0","4","2","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","0","0","0","9","35","2","8","0","6","0","3","1","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","0","1","0","5","9","3","1","1","3","0","0","0","1","0","0","0","0","0","7","0","0","","","","","",""
"江戸川","0","2","1","5","27","2","10","0","1","0","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","5","1","12","35","5","26","3","4","0","4","3","3","0","0","1","0","0","0","0","0","","","","","",""
"町田市","1","0","0","7","39","3","24","0","3","0","6","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","4","0","1","7","2","10","0","1","0","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","0","4","1","5","13","2","9","2","4","0","4","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","4","0","1","16","5","11","0","1","1","3","1","2","1","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","6","2","10","25","1","13","2","9","0","6","2","1","0","0","0","0","1","2","0","0","","","","","",""
"多摩小平","0","2","0","17","32","3","23","2","3","2","5","3","1","1","0","1","0","0","4","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4","75","14","130","502","64","228","21","76","4","63","33","18","3","0","10","1","3","23","0","0","","","","","",""
