"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","57","931","4","2","5","59","7","13","1","1","29","4","2","0","0","1","0","0","0","0","0","0","4","","","","","","",""
"区南部","7","56","577","3","6","27","48","2","13","5","2","25","1","1","2","0","3","0","0","2","0","0","0","2","","","","","","",""
"区西南部","15","92","790","5","1","22","32","3","3","2","1","23","0","2","0","0","2","0","2","0","0","0","0","3","","","","","","",""
"区西部","14","87","916","9","2","19","23","3","7","1","3","10","0","1","1","0","0","0","0","2","1","0","0","5","","","","","","",""
"区西北部","18","165","1479","6","3","33","73","15","8","3","4","28","2","2","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"区東北部","6","133","1207","14","5","12","56","5","3","12","7","18","1","1","1","0","0","0","0","1","0","0","0","3","","","","","","",""
"区東部","2","119","1129","7","10","17","61","5","16","1","4","20","2","3","1","0","1","0","0","1","0","0","0","5","","","","","","",""
"西多摩","0","24","174","1","2","3","8","1","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"南多摩","6","121","1948","11","3","53","126","10","12","20","7","34","1","3","0","0","1","0","0","0","0","0","0","3","","","","","","",""
"北多摩西部","3","42","346","3","1","11","21","3","2","5","2","4","1","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","8","80","854","4","2","16","39","3","4","4","2","7","3","5","0","0","2","0","0","2","0","0","1","3","","","","","","",""
"北多摩北部","7","60","752","3","3","17","90","6","7","7","8","28","1","1","0","0","1","0","1","1","0","0","0","11","","","","","","",""
"島しょ","0","10","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","94","1046","11120","70","40","235","636","63","89","62","41","228","16","21","5","0","14","0","3","9","1","0","1","44","","","","","","",""
