"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","3","5","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","1","0","0","2","29","6","0","1","24","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"1歳","1","0","0","0","73","14","1","0","10","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0"
"2歳","4","0","0","1","59","10","1","1","2","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0"
"3歳","4","0","1","3","52","11","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","12","0","0","4","45","12","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"5歳","5","0","0","16","40","5","0","2","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0"
"6歳","3","0","0","12","44","2","0","5","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0"
"7歳","5","0","0","6","37","4","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","6","0","0","2","22","1","0","1","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0"
"9歳","1","0","0","2","13","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","9","0","0","5","55","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","0","1","16","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","13","0","0","2","71","5","0","0","0","0","0","1","0","1","0","0","0","2","0","1","0","0","0","0"
"30〜39歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","87","0","2","56","559","78","4","18","37","0","0","2","3","31","4","1","0","7","0","1","1","0","0","0"
