"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","23","0","1","0"
"1〜4歳","0","0","0","0","0","0","7","7","1","0"
"5〜9歳","0","0","0","0","0","0","8","1","1","0"
"10〜14歳","0","0","0","0","0","0","3","1","0","0"
"15〜19歳","8","4","3","1","1","0","1","1","0","0"
"20〜24歳","49","11","11","23","2","2","0","0","0","0"
"25〜29歳","32","14","15","23","1","2","2","2","0","0"
"30〜34歳","45","23","13","13","2","1","1","0","0","0"
"35〜39歳","20","13","10","13","0","1","4","1","0","0"
"40〜44歳","11","16","5","5","0","2","2","1","0","0"
"45〜49歳","9","11","8","7","3","0","0","0","0","0"
"50〜54歳","7","6","1","1","2","1","0","0","0","0"
"55〜59歳","2","9","2","0","0","0","2","0","0","0"
"60〜64歳","0","2","1","1","0","0","5","4","0","0"
"65〜69歳","0","2","1","0","0","1","9","2","0","0"
"70歳以上","0","3","0","0","1","0","35","18","1","0"
"合計","183","114","70","87","12","10","102","38","4","0"
