"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","12","0","0"
"1〜4歳","0","0","0","0","0","0","3","0","0"
"5〜9歳","0","0","0","0","0","0","9","0","0"
"10〜14歳","0","0","0","0","0","0","3","0","0"
"15〜19歳","2","0","1","1","0","0","0","0","0"
"20〜24歳","47","7","17","13","1","0","2","0","0"
"25〜29歳","34","11","22","13","1","0","1","0","0"
"30〜34歳","25","11","17","10","2","0","0","0","0"
"35〜39歳","18","4","11","11","0","0","2","0","0"
"40〜44歳","17","7","7","6","0","0","2","0","0"
"45〜49歳","8","6","5","6","2","0","2","0","0"
"50〜54歳","5","3","6","4","1","0","4","0","0"
"55〜59歳","1","4","2","1","1","0","3","0","0"
"60〜64歳","4","2","2","1","0","0","5","1","0"
"65〜69歳","0","1","0","0","0","0","5","0","0"
"70歳以上","0","2","0","1","0","0","21","2","0"
"合計","161","58","90","67","8","0","74","3","0"
