"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","66","40","5","4","16","0","15","3","2","",""
"区南部","0","1","0","0","0","0","1","0","0","",""
"区西南部","0","0","0","0","0","0","6","3","0","",""
"区西部","53","11","10","4","1","0","17","7","0","",""
"区西北部","9","2","1","2","1","0","4","0","0","",""
"区東北部","0","0","0","0","0","0","0","0","0","",""
"区東部","3","2","1","2","2","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","1","0","0","5","0","3","0","1","",""
"北多摩西部","6","0","1","1","1","0","0","0","0","",""
"北多摩南部","3","5","2","0","0","1","0","1","0","",""
"北多摩北部","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","148","62","20","13","26","1","50","14","3","",""
